Id,Program,Y0s1_enrol,Y0s2_enrol,Y1s1_enrol,Y1s1_complete,Y1s1_grade,Y1s2_enrol,Y1s2_complete,Y1s2_grade,Y2s1_enrol,Y2s1_complete,Y2s1_grade,Y2s2_enrol,Y2s2_complete,Y2s2_grade,Y3s1_enrol,Y3s1_complete,Y3s1_grade,Y3s2_enrol,Y3s2_complete,Y3s2_grade,Y4s1_enrol,Y4s1_complete,Y4s1_grade,Y4s2_enrol,Y4s2_complete,Y4s2_grade,Rest_enrol,Rest_complete,Rest_grade,Failure
131384357,Nursing,36.0,30.0,36.0,30.0,15.5,30.0,30.0,17.0,30.0,24.0,13.958,30.0,30.0,16.333,30.0,30.0,11.8,30.0,30.0,13.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131388918,Biology,23.0,35.0,26.0,14.0,15.0,34.0,28.0,14.5,30.0,24.0,14.0,42.0,30.0,14.2,30.0,30.0,14.0,30.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131394563,Biology,29.0,52.0,34.0,17.0,12.353,29.0,20.0,12.7,42.0,24.0,13.0,30.0,30.0,14.2,32.0,6.0,12.0,29.0,23.0,12.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131389379,Nursing,30.0,33.0,13.0,13.0,14.923,30.0,30.0,16.0,0.0,0.0,0.0,27.0,17.0,16.588,30.0,30.0,15.667,30.0,30.0,15.9,30.0,30.0,14.467,30.0,30.0,16.2,0.0,0.0,0.0,1
131381662,Informatics,36.0,30.0,36.0,25.0,12.32,36.0,30.0,12.4,30.0,15.0,11.6,30.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131394540,Management,28.0,36.0,35.5,23.5,13.043,34.0,22.5,11.911,33.0,11.5,11.565,36.0,18.5,12.350999999999999,29.5,14.0,10.75,41.5,11.5,12.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131386932,Biology,34.0,42.0,36.0,24.0,14.875,30.0,24.0,13.0,30.0,23.0,12.478,30.0,15.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385313,Nursing,30.0,0.0,30.0,30.0,17.667,30.0,30.0,16.9,0.0,0.0,0.0,30.0,30.0,14.9,30.0,30.0,17.0,30.0,30.0,13.933,30.0,30.0,12.7,20.0,20.0,13.55,0.0,0.0,0.0,1
131385189,Management,6.0,48.0,42.0,30.0,13.4,45.0,27.0,13.556,30.0,18.0,11.0,42.0,24.0,10.875,36.0,15.0,12.4,0.0,0.0,0.0,30.0,15.0,12.0,30.0,6.0,12.0,0.0,0.0,0.0,1
131387640,Management,42.5,53.5,30.0,17.5,10.629000000000001,42.0,30.0,12.167,17.5,11.5,11.043,30.0,18.0,12.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131383556,Informatics,30.0,54.0,34.0,22.0,12.182,48.0,30.0,12.2,28.0,17.0,12.647,36.0,24.0,11.75,30.0,15.0,11.0,36.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111335728,Nursing,30.0,30.0,30.0,30.0,17.333,30.0,30.0,16.4,30.0,30.0,16.667,30.0,30.0,16.0,30.0,30.0,15.7,30.0,30.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131396912,Management,41.0,36.0,39.0,18.0,11.667,35.0,12.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131388821,Management,33.5,31.0,40.5,1.0,15.0,31.0,0.0,0.0,30.0,0.0,0.0,41.5,13.0,13.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131381659,Management,42.0,42.0,36.0,3.0,13.0,36.0,9.0,13.667,30.0,24.0,11.875,30.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131392220,Management,23.5,25.5,30.0,7.5,12.0,30.0,1.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131386377,Management,21.0,39.0,30.0,18.0,12.333,36.0,30.0,14.9,36.0,12.5,10.84,36.0,30.0,12.333,30.0,20.0,11.375,30.0,18.0,13.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131382200,Nursing,35.0,30.0,36.0,36.0,14.5,30.0,30.0,15.667,30.0,24.0,12.75,30.0,30.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385654,Management,30.0,30.0,30.0,30.0,16.0,30.0,30.0,17.5,30.0,30.0,16.2,30.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111345857,Nursing,30.0,30.0,26.0,26.0,16.385,30.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,16.846,34.0,24.0,15.0,30.0,30.0,15.767000000000001,30.0,30.0,16.733,0.0,0.0,0.0,1
131384963,Informatics,30.0,30.0,30.0,15.0,11.6,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131384081,Nursing,30.0,30.0,30.0,30.0,15.833,30.0,30.0,15.667,30.0,30.0,14.667,30.0,30.0,14.667,30.0,30.0,13.333,30.0,30.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385536,Nursing,30.0,0.0,30.0,30.0,18.0,30.0,30.0,16.8,0.0,0.0,0.0,30.0,30.0,16.8,30.0,30.0,16.333,30.0,30.0,16.3,30.0,30.0,15.1,30.0,30.0,15.5,0.0,0.0,0.0,1
131399263,Biology,13.0,19.0,24.0,11.0,10.545,35.0,10.0,15.6,30.0,6.0,12.0,12.0,0.0,0.0,23.0,0.0,0.0,42.0,26.0,14.154000000000002,31.0,6.0,13.0,42.0,30.0,13.8,158.0,58.0,12.482999999999999,1
131392032,Biology,19.0,32.0,33.0,20.0,14.1,35.0,25.0,16.28,35.0,30.0,13.5,37.0,30.0,13.0,30.0,19.0,14.158,30.0,23.0,11.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385517,Management,30.0,30.0,30.0,30.0,13.0,36.0,36.0,13.917,30.0,24.0,13.5,30.0,30.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385570,Nursing,30.0,0.0,30.0,30.0,18.0,30.0,30.0,17.8,0.0,0.0,0.0,30.0,30.0,17.0,30.0,30.0,17.667,30.0,30.0,15.6,30.0,30.0,14.933,30.0,30.0,15.2,0.0,0.0,0.0,1
131387746,Management,47.5,37.0,35.0,23.5,10.765999999999998,35.0,29.0,12.362,30.0,16.5,13.061,30.0,16.5,13.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385465,Nursing,30.0,30.0,30.0,30.0,17.0,30.0,30.0,18.667,30.0,30.0,15.633,30.0,30.0,17.667,30.0,30.0,15.333,30.0,30.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131388212,Nursing,30.0,30.0,30.0,30.0,15.367,30.0,30.0,17.333,30.0,30.0,15.8,30.0,30.0,18.333,30.0,30.0,12.5,30.0,30.0,15.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131392813,Management,17.5,17.5,35.5,30.0,11.8,36.0,30.0,11.1,36.0,18.5,11.350999999999999,36.0,18.5,11.757,30.0,24.0,11.520999999999999,30.0,24.0,12.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380758,Informatics,30.0,36.0,30.0,3.0,16.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131389646,Nursing,30.0,30.0,30.0,30.0,14.8,30.0,30.0,16.667,30.0,30.0,14.533,30.0,30.0,16.0,30.0,30.0,14.667,30.0,30.0,14.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385323,Biology,31.0,30.0,30.0,30.0,12.9,30.0,30.0,15.4,30.0,30.0,13.2,30.0,30.0,13.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380125,Management,30.0,42.0,30.0,30.0,13.2,30.0,30.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131383547,Management,30.0,54.0,36.0,36.0,11.083,30.0,18.0,12.833,30.0,24.0,12.375,30.0,30.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131398567,Informatics,6.0,0.0,6.0,0.0,0.0,42.0,30.0,11.6,30.0,24.0,12.75,36.0,24.0,13.0,43.0,14.0,10.857000000000001,31.0,6.0,14.0,65.0,0.0,0.0,72.0,12.0,12.667,189.0,43.0,12.0,0
111335853,Nursing,30.0,30.0,30.0,30.0,17.333,30.0,30.0,18.0,30.0,27.0,17.519000000000002,30.0,30.0,17.667,30.0,30.0,17.267,30.0,30.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111354363,Nursing,24.0,30.0,30.0,30.0,16.533,30.0,30.0,17.667,30.0,30.0,15.067,30.0,30.0,15.5,30.0,30.0,15.8,30.0,30.0,15.267000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380391,Nursing,30.0,30.0,30.0,30.0,14.633,30.0,30.0,15.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131388191,Management,30.0,48.0,30.0,30.0,15.333,30.0,30.0,16.417,30.0,30.0,15.433,30.0,30.0,14.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131403871,Biology,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131386158,Nursing,30.0,30.0,0.0,0.0,0.0,10.0,10.0,13.0,30.0,30.0,16.0,37.0,33.0,14.364,30.0,20.0,12.5,35.0,32.0,13.312999999999999,30.0,30.0,13.8,30.0,25.0,12.6,0.0,0.0,0.0,1
131388042,Nursing,30.0,30.0,36.0,36.0,14.472000000000001,30.0,30.0,17.667,33.0,27.0,14.815,30.0,30.0,16.667,30.0,24.0,13.792,30.0,30.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131393401,Biology,24.0,50.0,28.0,28.0,15.642999999999999,36.0,36.0,15.75,32.0,32.0,14.155999999999999,29.0,23.0,16.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131381710,Informatics,34.0,48.0,28.0,12.0,12.5,42.0,24.0,12.25,30.0,9.0,12.333,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131382394,Nursing,41.0,30.0,30.0,30.0,13.6,30.0,30.0,16.667,30.0,24.0,13.0,30.0,30.0,12.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131384409,Management,30.0,39.0,39.0,27.0,12.889000000000001,33.0,18.0,13.5,36.0,15.0,10.6,36.0,27.0,13.444,30.0,18.0,17.333,30.0,24.0,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380798,Informatics,36.0,42.0,30.0,30.0,12.2,30.0,24.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131403859,Nursing,27.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131392054,Informatics,12.0,0.0,36.0,24.0,12.75,30.0,12.0,13.5,41.0,17.0,11.588,30.0,24.0,11.75,40.0,29.0,13.241,30.0,18.0,11.0,31.0,20.0,12.35,30.0,24.0,13.5,60.0,0.0,0.0,0
131380110,Management,36.0,48.0,30.0,18.0,14.0,30.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111364530,Nursing,30.0,24.0,30.0,30.0,15.533,30.0,30.0,16.0,30.0,30.0,14.333,30.0,30.0,15.0,30.0,30.0,12.333,30.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131384788,Nursing,30.0,30.0,30.0,30.0,15.067,30.0,30.0,17.333,0.0,0.0,0.0,10.0,10.0,17.0,30.0,20.0,16.5,30.0,30.0,13.232999999999999,30.0,30.0,13.232999999999999,30.0,30.0,12.9,0.0,0.0,0.0,1
131379380,Nursing,33.0,30.0,30.0,24.0,12.542,30.0,30.0,13.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131384893,Biology,31.0,30.0,30.0,30.0,14.2,36.0,36.0,16.5,30.0,30.0,12.633,30.0,24.0,15.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131384929,Nursing,0.0,27.0,30.0,30.0,17.667,30.0,30.0,15.7,30.0,30.0,15.533,27.0,27.0,14.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131388118,Nursing,0.0,15.0,30.0,15.0,19.0,30.0,30.0,17.2,30.0,30.0,15.667,36.0,36.0,12.777999999999999,30.0,30.0,15.667,36.0,30.0,13.533,30.0,30.0,13.5,30.0,24.0,13.0,0.0,0.0,0.0,1
131387616,Nursing,30.0,33.0,30.0,30.0,18.0,30.0,30.0,15.5,30.0,30.0,17.0,30.0,30.0,15.232999999999999,33.0,30.0,13.933,30.0,30.0,13.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131394765,Management,36.0,36.0,18.5,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380334,Nursing,30.0,30.0,30.0,30.0,15.5,30.0,30.0,16.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131383831,Informatics,42.0,42.0,36.0,30.0,11.667,36.0,30.0,13.0,28.0,0.0,0.0,24.0,0.0,0.0,30.0,3.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111345852,Nursing,30.0,30.0,20.0,20.0,16.5,26.0,26.0,15.538,34.0,34.0,15.588,26.0,26.0,15.654000000000002,30.0,30.0,15.567,30.0,30.0,15.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131382883,Nursing,30.0,30.0,30.0,30.0,14.933,30.0,30.0,16.333,25.0,25.0,14.72,30.0,30.0,13.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131399761,Informatics,6.0,24.0,29.0,23.0,12.0,47.0,17.0,12.059000000000001,39.0,7.0,11.0,36.0,21.0,11.286,46.0,13.0,11.462,49.0,20.0,13.2,34.0,0.0,0.0,49.0,6.0,16.0,119.0,16.0,11.937999999999999,0
131382829,Management,42.0,36.0,36.0,9.0,10.333,36.0,9.0,13.333,30.0,18.0,13.333,30.0,12.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131398208,Informatics,17.0,36.0,24.0,13.0,10.923,30.0,0.0,0.0,30.0,3.0,16.0,30.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131380595,Management,42.0,48.0,30.0,18.0,14.0,30.0,24.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131393469,Management,0.0,5.5,11.5,5.5,10.0,29.0,12.0,10.0,23.5,12.0,12.5,29.0,0.0,0.0,48.5,25.0,12.04,18.5,7.0,10.0,36.0,17.5,11.314,35.5,24.0,12.333,132.0,71.5,11.405999999999999,1
131392074,Management,6.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,23.5,17.5,10.686,36.0,17.5,11.886,35.0,29.5,12.017000000000001,36.0,7.0,14.714,34.0,11.0,11.909,36.0,23.0,10.783,132.0,50.0,12.72,1
131384436,Biology,28.0,30.0,36.0,36.0,14.417,30.0,30.0,15.0,30.0,30.0,14.867,30.0,30.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380478,Informatics,36.0,42.0,30.0,18.0,12.167,42.0,24.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131394143,Biology,32.0,36.0,41.0,36.0,11.333,24.0,18.0,13.0,12.0,6.0,14.0,29.0,23.0,13.652000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131389870,Biology,13.0,6.0,13.0,0.0,0.0,10.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,11.142999999999999,34.0,12.0,16.0,41.0,21.0,12.048,23.0,5.0,15.0,193.0,100.0,11.99,1
131385951,Nursing,30.0,0.0,0.0,0.0,0.0,30.0,30.0,17.4,30.0,30.0,17.333,30.0,30.0,16.567,30.0,30.0,16.667,30.0,30.0,15.732999999999999,30.0,30.0,14.5,30.0,30.0,13.667,0.0,0.0,0.0,1
131398623,Informatics,16.0,54.0,45.0,34.0,11.5,28.0,13.0,11.385,60.0,12.0,10.0,46.0,18.0,10.667,48.0,7.0,10.0,55.0,17.0,12.118,46.0,6.0,16.0,60.0,19.0,11.895,0.0,0.0,0.0,0
131389229,Informatics,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131390581,Informatics,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,10.0,30.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111354316,Nursing,30.0,24.0,30.0,30.0,15.667,30.0,30.0,17.333,30.0,30.0,13.933,30.0,30.0,17.0,30.0,30.0,14.333,30.0,30.0,15.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131384671,Biology,28.0,0.0,40.0,18.0,13.110999999999999,35.0,35.0,12.970999999999998,35.0,12.0,11.833,34.0,33.0,11.091,36.0,18.0,11.167,36.0,24.0,12.25,30.0,12.0,11.5,30.0,8.0,12.625,0.0,0.0,0.0,1
131384435,Nursing,30.0,30.0,30.0,30.0,17.067,30.0,30.0,19.0,30.0,30.0,15.732999999999999,30.0,30.0,17.333,30.0,30.0,14.133,30.0,30.0,14.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131388854,Informatics,35.0,48.0,29.0,0.0,0.0,60.0,0.0,0.0,29.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12.0,13.0,42.0,0.0,0.0,186.0,11.0,10.727,0
131379386,Nursing,30.0,30.0,30.0,30.0,13.533,30.0,30.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131395818,Informatics,27.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131381630,Biology,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131383812,Nursing,30.0,30.0,36.0,36.0,15.167,30.0,30.0,17.0,30.0,24.0,14.833,30.0,30.0,16.667,30.0,30.0,12.767000000000001,30.0,30.0,13.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111335856,Nursing,0.0,10.0,30.0,30.0,15.9,30.0,30.0,16.5,30.0,30.0,15.667,30.0,20.0,17.0,30.0,30.0,14.9,30.0,30.0,15.0,30.0,30.0,13.7,30.0,30.0,15.267000000000001,0.0,0.0,0.0,1
131393515,Management,36.0,42.0,30.0,24.0,12.958,30.0,30.0,11.417,30.0,30.0,10.617,30.0,30.0,11.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380253,Management,36.0,48.0,30.0,18.0,12.833,30.0,12.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111364500,Nursing,24.0,30.0,30.0,30.0,16.8,30.0,30.0,16.667,32.0,32.0,15.719000000000001,30.0,30.0,16.5,30.0,30.0,13.5,30.0,30.0,15.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385105,Nursing,30.0,0.0,30.0,30.0,17.0,30.0,30.0,16.5,0.0,0.0,0.0,30.0,30.0,15.232999999999999,30.0,30.0,17.667,33.0,33.0,14.545,33.0,33.0,13.302999999999999,24.0,24.0,12.875,0.0,0.0,0.0,1
111335727,Nursing,38.0,38.0,34.0,34.0,16.706,30.0,27.0,14.556,60.0,60.0,13.75,60.0,48.0,13.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385367,Management,30.0,30.0,30.0,30.0,13.8,42.0,42.0,12.857000000000001,30.0,30.0,14.1,36.0,24.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380647,Nursing,30.0,30.0,30.0,30.0,13.333,30.0,30.0,14.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131386432,Informatics,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131385715,Management,36.0,30.0,30.0,24.0,12.125,36.0,36.0,13.167,30.0,30.0,11.7,30.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131402053,Informatics,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131395111,Management,17.5,11.5,18.0,12.0,15.0,11.5,11.5,12.390999999999998,35.0,13.0,12.615,35.0,7.5,10.2,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131387378,Informatics,26.0,18.0,30.0,3.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111354310,Nursing,15.0,0.0,30.0,15.0,17.0,24.0,24.0,15.625,30.0,30.0,13.6,30.0,30.0,16.667,30.0,30.0,12.567,30.0,30.0,14.0,30.0,30.0,13.533,30.0,30.0,15.5,0.0,0.0,0.0,1
131393369,Management,63.0,48.5,34.0,18.5,11.350999999999999,35.0,11.0,10.0,36.0,1.0,12.0,36.0,12.5,11.12,30.0,7.5,10.4,30.0,18.0,10.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131382898,Nursing,30.0,30.0,30.0,30.0,14.433,30.0,30.0,15.333,33.0,30.0,14.1,30.0,30.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131386138,Biology,33.0,47.0,36.0,30.0,13.6,36.0,36.0,12.333,30.0,24.0,11.792,30.0,24.0,12.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131388616,Management,35.5,29.0,29.0,11.5,11.0,33.5,4.0,11.0,31.5,19.5,11.077,41.5,13.5,10.444,30.0,1.5,14.0,30.0,7.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131391330,Biology,34.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,11.0,18.0,0.0,0.0,290.0,125.0,12.064,1
131390333,Management,18.0,11.0,25.0,5.5,10.0,41.5,18.0,10.917,31.5,0.0,0.0,29.5,7.0,10.571,30.0,16.5,11.273,42.0,11.5,11.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131384428,Management,6.0,18.0,36.0,30.0,11.8,36.0,36.0,16.667,36.0,36.0,12.167,36.0,30.0,13.4,30.0,18.0,12.0,30.0,18.0,10.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
